Number,State_Name,Constituency_No,Year,Turnout,Electors,Constituency_Name,Margin
1681,Arunachal_Pradesh,1,2004,221554,394428,ARUNACHAL WEST,47424
1682,Arunachal_Pradesh,2,2004,163374,289606,ARUNACHAL EAST,44994
1683,Assam,1,2004,671491,979105,KARIMGANJ,91948
1684,Assam,2,2004,608233,879243,SILCHAR,21320
1685,Assam,3,2004,401377,579284,AUTONOMOUS DISTRICT,24129
1686,Assam,4,2004,863592,1149939,DHUBRI,116622
1687,Assam,5,2004,966987,1216553,KOKRAJHAR,484129
1688,Assam,6,2004,762681,1075749,BARPETA,68125
1689,Assam,7,2004,881775,1441360,GAUHATI,61151
1690,Assam,8,2004,848938,1209839,MANGALDOI,29866
1691,Assam,9,2004,719768,1006389,TEZPUR,70445
1692,Assam,10,2004,786069,1149244,NOWGONG,31412
1693,Assam,11,2004,763083,1153483,KALIABOR,67198
1694,Assam,12,2004,666835,1078149,JORHAT,51292
1695,Assam,13,2004,631240,969905,DIBRUGARH,18554
1696,Assam,14,2004,800020,1126632,LAKHIMPUR,28148
1697,Bihar,1,2004,570822,1160275,BAGAHA,65375
1698,Bihar,2,2004,569909,1278163,BETTIAH,24671
1699,Bihar,3,2004,679090,1221716,MOTIHARI,97024
1700,Bihar,4,2004,694492,1231178,GOPALGANJ,192919
1701,Bihar,5,2004,637549,1054441,SIWAN,103578
1702,Bihar,6,2004,664434,1114665,MAHARAJGANJ,46465
1703,Bihar,7,2004,446101,1164917,CHAPRA,60423
1704,Bihar,8,2004,773597,1208834,HAJIPUR,237801
1705,Bihar,9,2004,748759,1197345,VAISHALI,105935
1706,Bihar,10,2004,784096,1237345,MUZAFFARPUR,9693
1707,Bihar,11,2004,690851,1265132,SITAMARHI,98005
1708,Bihar,12,2004,666398,1214428,SHEOHAR,73883
1709,Bihar,13,2004,695146,1257633,MADHUBANI,87079
1710,Bihar,14,2004,704243,1163817,JHANJHARPUR,12835
1711,Bihar,15,2004,762657,1202456,DARBHANGA,143463
1712,Bihar,16,2004,713798,1245733,ROSERA,138411
1713,Bihar,17,2004,864746,1433793,SAMASTIPUR,126783
1714,Bihar,18,2004,864102,1242851,BARH,37688
1715,Bihar,19,2004,632343,1181597,BALIA,76227
1716,Bihar,20,2004,738280,1287666,SAHARSA,30787
1717,Bihar,21,2004,695674,1187490,MADHEPURA,69987
1718,Bihar,22,2004,652439,1184962,ARARIA,27744
1719,Bihar,23,2004,813315,1278476,KISHANGANJ,160497
1720,Bihar,24,2004,709015,1179491,PURNEA,12883
1721,Bihar,25,2004,704449,1158042,KATIHAR,2565
1722,Bihar,26,2004,713888,1213614,BANKA,4669
1723,Bihar,27,2004,757287,1388037,BHAGALPUR,117853
1724,Bihar,28,2004,676017,1196971,KHAGARIA,67123
1725,Bihar,29,2004,838216,1310042,MONGHYR,115927
1726,Bihar,30,2004,678667,1280963,BEGUSARAI,20491
1727,Bihar,31,2004,895116,1311971,NALANDA,102396
1728,Bihar,32,2004,901616,1741220,PATNA,38562
1729,Bihar,33,2004,787399,1360794,ARRAH,149743
1730,Bihar,34,2004,649158,1222441,BUXAR,54866
1731,Bihar,35,2004,697268,1291800,SASARAM,258262
1732,Bihar,36,2004,733986,1298849,BIKRAMGANJ,58801
1733,Bihar,37,2004,767238,1401973,AURANGABAD,7460
1734,Bihar,38,2004,863843,1246756,JAHANABAD,46438
1735,Bihar,39,2004,1010037,1505472,NAWADA,56006
1736,Bihar,40,2004,883403,1436323,GAYA,102934
1737,Chandigarh,1,2004,268670,527684,CHANDIGARH,45248
1738,Chhattisgarh,1,2004,676699,1387483,SURGUJA,103452
1739,Chhattisgarh,2,2004,648435,1038634,RAIGARH,74243
1740,Chhattisgarh,3,2004,717698,1374418,JANJGIR,11329
1741,Chhattisgarh,4,2004,621425,1411786,BILASPUR,81553
1742,Chhattisgarh,5,2004,587907,1191389,SARANGARH,59118
1743,Chhattisgarh,6,2004,689517,1370242,RAIPUR,129519
1744,Chhattisgarh,7,2004,771432,1169419,MAHASAMUND,118505
1745,Chhattisgarh,8,2004,553888,1152128,KANKER,73626
1746,Chhattisgarh,9,2004,450425,1039442,BASTAR,54373
1747,Chhattisgarh,10,2004,761815,1462883,DURG,61468
1748,Chhattisgarh,11,2004,665935,1121618,RAJNANDGAON,14323
1749,Dadra_&_Nagar_Haveli,1,2004,84703,122681,DADRA & NAGAR HAVELI,12893
1750,Daman_&_Diu,1,2004,55591,79232,DAMAN AND DIU,607
1751,Delhi,1,2004,202557,455114,NEW DELHI,12784
1752,Delhi,2,2004,478876,1018862,SOUTH DELHI,16005
1753,Delhi,3,2004,1553849,3368399,OUTER DELHI,223790
1754,Delhi,4,2004,1190814,2606589,EAST DELHI,229779
1755,Delhi,5,2004,179007,337462,CHANDNI CHOWK,79415
1756,Delhi,6,2004,271544,471813,DELHI SADAR,15974
1757,Delhi,7,2004,249185,505236,KAROL BAGH,37629
1758,Goa,1,2004,254819,425663,PANAJI,56213
1759,Goa,2,2004,297678,515504,MORMUGAO,50524
1760,Gujarat,1,2004,459043,1006563,KUTCH,28990
1761,Gujarat,2,2004,455554,1109656,SURENDRANAGAR,33944
1762,Gujarat,3,2004,433441,1072175,JAMNAGAR,5593
1763,Gujarat,4,2004,538626,1650135,RAJKOT,143970
1764,Gujarat,5,2004,490480,995027,PORBANDAR,5703
1765,Gujarat,6,2004,658706,1239398,JUNAGADH,40921
1766,Gujarat,7,2004,475646,1025515,AMRELI,2030
1767,Gujarat,8,2004,444831,1236416,BHAVNAGAR,80426
1768,Gujarat,9,2004,516553,1156178,DHANDHUKA,22794
1769,Gujarat,10,2004,548559,1382793,AHMEDABAD,77605
1770,Gujarat,11,2004,845576,2126829,GANDHINAGAR,217138
1771,Gujarat,12,2004,695407,1236066,MEHSANA,14511
1772,Gujarat,13,2004,538157,1132998,PATAN,23624
1773,Gujarat,14,2004,642355,1311847,BANASKANTHA,6928
1774,Gujarat,15,2004,654471,1272262,SABARKANTHA,39928
1775,Gujarat,16,2004,595314,1265350,KAPADVANJ,79435
1776,Gujarat,17,2004,517845,1212453,DOHAD,361
1777,Gujarat,18,2004,537381,1143516,GODHRA,53719
1778,Gujarat,19,2004,450929,1146245,KAIRA,56749
1779,Gujarat,20,2004,591240,1145550,ANAND,61085
1780,Gujarat,21,2004,556516,1065416,CHHOTA UDAIPUR,36239
1781,Gujarat,22,2004,652409,1656867,BARODA,6603
1782,Gujarat,23,2004,680795,1239670,BROACH,72202
1783,Gujarat,24,2004,896276,2377198,SURAT,150563
1784,Gujarat,25,2004,644812,1149161,MANDVI,173382
1785,Gujarat,26,2004,689982,1319778,BULSAR,44486
1786,Haryana,1,2004,847725,1199338,AMBALA,234935
1787,Haryana,2,2004,850858,1161933,KURUKSHETRA,160190
1788,Haryana,3,2004,818927,1240344,KARNAL,164762
1789,Haryana,4,2004,737119,1138771,SONEPAT,7569
1790,Haryana,5,2004,662049,1055610,ROHTAK,150435
1791,Haryana,6,2004,844718,1546578,FARIDABAD,151929
1792,Haryana,7,2004,849305,1429015,MAHENDRAGARH,210341
1793,Haryana,8,2004,871144,1192271,BHIWANI,24404
1794,Haryana,9,2004,769851,1136762,HISSAR,182768
1795,Haryana,10,2004,841682,1219935,SIRSA,71475
1796,Himachal_Pradesh,1,2004,528655,1018988,SIMLA,108180
1797,Himachal_Pradesh,2,2004,669552,1065083,MANDI,66566
1798,Himachal_Pradesh,3,2004,643177,1033686,KANGRA,17791
1799,Himachal_Pradesh,4,2004,654102,1064238,HAMIRPUR,1615
1800,Jammu_&_Kashmir,1,2004,334770,940998,BARAMULLA,9895
1801,Jammu_&_Kashmir,2,2004,195678,1053734,SRINAGAR,23159
1802,Jammu_&_Kashmir,3,2004,150219,998905,ANANTNAG,38938
1803,Jammu_&_Kashmir,4,2004,128931,175768,LADAKH,25713
1804,Jammu_&_Kashmir,5,2004,608074,1348721,UDHAMPUR,47175
1805,Jammu_&_Kashmir,6,2004,821670,1849989,JAMMU,17568
1806,Jharkhand,1,2004,691123,1072040,RAJMAHAL,2974
1807,Jharkhand,2,2004,625118,1083200,DUMKA,115015
1808,Jharkhand,3,2004,831356,1338939,GODDA,26754
1809,Jharkhand,4,2004,435504,978364,CHATRA,18855
1810,Jharkhand,5,2004,825710,1325734,KODARMA,154944
1811,Jharkhand,6,2004,714378,1312691,GIRIDIH,149794
1812,Jharkhand,7,2004,941478,1749456,DHANBAD,119378
1813,Jharkhand,8,2004,695754,1379179,RANCHI,15421
1814,Jharkhand,9,2004,776519,1372125,JAMSHEDPUR,105633
1815,Jharkhand,10,2004,520155,919728,SINGHBHUM,59196
1816,Jharkhand,11,2004,490772,904846,KHUNTI,51226
1817,Jharkhand,12,2004,466464,906666,LOHARDAGA,90255
1818,Jharkhand,13,2004,641543,1289313,PALAMAU,55144
1819,Jharkhand,14,2004,705439,1180058,HAZARIBAGH,105328
1820,Karnataka,1,2004,815792,1372985,BIDAR,23621
1821,Karnataka,2,2004,827894,1439006,GULBARGA,57471
1822,Karnataka,3,2004,825096,1413018,RAICHUR,508
1823,Karnataka,4,2004,894082,1413496,KOPPAL,43623
1824,Karnataka,5,2004,950328,1423161,BELLARY,31679
1825,Karnataka,6,2004,910398,1332608,DAVANGERE,32676
1826,Karnataka,7,2004,918905,1316427,CHITRADURGA,37460
1827,Karnataka,8,2004,863743,1221507,TUMKUR,2351
1828,Karnataka,9,2004,931128,1314311,CHIKBALLAPUR,60022
1829,Karnataka,10,2004,909264,1262765,KOLAR,11635
1830,Karnataka,11,2004,1552416,2695484,KANAKAPURA,116663
1831,Karnataka,12,2004,1156845,2133579,BANGALORE NORTH,30358
1832,Karnataka,13,2004,800649,1620352,BANGALORE SOUTH,62271
1833,Karnataka,14,2004,857564,1198750,MANDYA,124438
1834,Karnataka,15,2004,853214,1189973,CHAMARAJANAGAR,43989
1835,Karnataka,16,2004,957267,1478718,MYSORE,10150
1836,Karnataka,17,2004,791572,1101484,MANGALORE,33415
1837,Karnataka,18,2004,780356,1138398,UDUPI,29003
1838,Karnataka,19,2004,912195,1292878,HASSAN,190305
1839,Karnataka,20,2004,819254,1121327,CHIKMAGALUR,73672
1840,Karnataka,21,2004,887290,1257953,SHIMOGA,76145
1841,Karnataka,22,2004,833932,1207373,KANARA,172226
1842,Karnataka,23,2004,864810,1204353,DHARWAD SOUTH,145112
1843,Karnataka,24,2004,810552,1250578,DHARWAD NORTH,83078
1844,Karnataka,25,2004,893902,1354182,BELGAUM,84753
1845,Karnataka,26,2004,838005,1184275,CHIKKODI,43492
1846,Karnataka,27,2004,868472,1324829,BAGALKOT,167383
1847,Karnataka,28,2004,789734,1328325,BIJAPUR,37533
1848,Kerala,1,2004,901603,1160134,KASARAGOD,108256
1849,Kerala,2,2004,860998,1088892,CANNANORE,83849
1850,Kerala,3,2004,828533,1092826,BADAGARA,130589
1851,Kerala,4,2004,781184,1110149,CALICUT,65326
1852,Kerala,5,2004,907283,1262202,MANJERI,47743
1853,Kerala,6,2004,730339,1172057,PONNANI,102758
1854,Kerala,7,2004,820856,1113144,PALGHAT,98158
1855,Kerala,8,2004,806835,1092142,OTTAPALAM,70410
1856,Kerala,9,2004,687705,990733,TRICHUR,45961
1857,Kerala,10,2004,723009,1024150,MUKUNDAPURAM,117097
1858,Kerala,11,2004,658916,1069131,ERNAKULAM,70099
1859,Kerala,12,2004,745871,984053,MUVATTUPUZHA,529
1860,Kerala,13,2004,705776,963886,KOTTAYAM,42914
1861,Kerala,14,2004,729426,1034338,IDUKKI,69384
1862,Kerala,15,2004,730096,971154,ALLEPPEY,1009
1863,Kerala,16,2004,644614,871592,MAVELIKARA,7414
1864,Kerala,17,2004,684434,960122,ADOOR,54534
1865,Kerala,18,2004,705482,1031593,QUILON,111071
1866,Kerala,19,2004,669639,1020604,CHIRAYINKIL,50745
1867,Kerala,20,2004,763829,1112571,TRIVANDRUM,54603
1868,Lakshadweep,1,2004,31820,39033,LAKSHADWEEP,71
1869,Madhya_Pradesh,1,2004,487443,1434889,MORENA,147320
1870,Madhya_Pradesh,2,2004,606358,1388299,BHIND,6946
1871,Madhya_Pradesh,3,2004,564692,1381464,GWALIOR,35864
1872,Madhya_Pradesh,4,2004,668393,1422045,GUNA,86360
1873,Madhya_Pradesh,5,2004,479443,1250751,SAGAR,147991
1874,Madhya_Pradesh,6,2004,772442,1552876,KHAJURAHO,111781
1875,Madhya_Pradesh,7,2004,591218,1398539,DAMOH,94595
1876,Madhya_Pradesh,8,2004,610602,1324818,SATNA,83590
1877,Madhya_Pradesh,9,2004,630747,1461014,REWA,44752
1878,Madhya_Pradesh,10,2004,457209,1083701,SIDHI,49565
1879,Madhya_Pradesh,11,2004,509340,1305252,SHAHDOL,29349
1880,Madhya_Pradesh,12,2004,609321,1000341,BALAGHAT,88089
1881,Madhya_Pradesh,13,2004,588269,1095134,MANDLA,64897
1882,Madhya_Pradesh,14,2004,571395,1347885,JABALPUR,99531
1883,Madhya_Pradesh,15,2004,599553,1203918,SEONI,94801
1884,Madhya_Pradesh,16,2004,754637,1145107,CHHINDWARA,63708
1885,Madhya_Pradesh,17,2004,547702,1122830,BETUL,157540
1886,Madhya_Pradesh,18,2004,634343,1287203,HOSHANGABAD,136409
1887,Madhya_Pradesh,19,2004,858463,1847544,BHOPAL,306005
1888,Madhya_Pradesh,20,2004,656555,1313048,VIDISHA,260726
1889,Madhya_Pradesh,21,2004,599229,1278429,RAJGARH,36712
1890,Madhya_Pradesh,22,2004,720241,1328841,SHAJAPUR,168187
1891,Madhya_Pradesh,23,2004,605295,1217726,KHANDWA,102737
1892,Madhya_Pradesh,24,2004,652254,1287299,KHARGONE,58617
1893,Madhya_Pradesh,25,2004,703372,1325680,DHAR,32611
1894,Madhya_Pradesh,26,2004,854503,1678030,INDORE,193936
1895,Madhya_Pradesh,27,2004,720780,1243447,UJJAIN,70403
1896,Madhya_Pradesh,28,2004,628903,1290101,JHABUA,80282
1897,Madhya_Pradesh,29,2004,776538,1373890,MANDSAUR,139633
1898,Maharashtra,1,2004,480535,835714,RAJAPUR,80899
1899,Maharashtra,2,2004,560976,914770,RATNAGIRI,148968
1900,Maharashtra,3,2004,793445,1250272,KOLABA,31870
1901,Maharashtra,4,2004,274358,620431,MUMBAI SOUTH,10246
1902,Maharashtra,5,2004,347972,704452,MUMBAI SOUTH CENTRAL,22188
1903,Maharashtra,6,2004,514593,1117487,MUMBAI NORTH CENTRAL,13329
1904,Maharashtra,7,2004,925659,1974560,MUMBAI NORTH EAST,99400
1905,Maharashtra,8,2004,747687,1515745,MUMBAI NORTH WEST,47358
1906,Maharashtra,9,2004,1119342,2377866,MUMBAI NORTH,48271
1907,Maharashtra,10,2004,1313252,3240342,THANE,22258
1908,Maharashtra,11,2004,683353,1605119,DAHANU,63363
1909,Maharashtra,12,2004,656525,1522672,NASHIK,15058
1910,Maharashtra,13,2004,590772,1222363,MALEGAON,4528
1911,Maharashtra,14,2004,455571,1226114,DHULE,7765
1912,Maharashtra,15,2004,639907,1218524,NANDURBAR,107621
1913,Maharashtra,16,2004,609800,1214861,ERANDOL,8141
1914,Maharashtra,17,2004,616969,1239241,JALGAON,20646
1915,Maharashtra,18,2004,761264,1196627,BULDHANA,59907
1916,Maharashtra,19,2004,735372,1271055,AKOLA,106371
1917,Maharashtra,20,2004,720723,1151886,WASHIM,60898
1918,Maharashtra,21,2004,676421,1204881,AMRAVATI,14234
1919,Maharashtra,22,2004,647483,1148759,RAMTEK,14102
1920,Maharashtra,23,2004,792451,1630894,NAGPUR,99483
1921,Maharashtra,24,2004,680476,1006061,BHANDARA,3009
1922,Maharashtra,25,2004,775523,1113832,CHIMUR,98774
1923,Maharashtra,26,2004,841144,1329746,CHANDRAPUR,59823
1924,Maharashtra,27,2004,626105,1144924,WARDHA,3188
1925,Maharashtra,28,2004,663978,1133605,YAVATMAL,56804
1926,Maharashtra,29,2004,728325,1189303,HINGOLI,12545
1927,Maharashtra,30,2004,800145,1445611,NANDED,24335
1928,Maharashtra,31,2004,675985,1155668,PARBHANI,56171
1929,Maharashtra,32,2004,756365,1242929,JALNA,61332
1930,Maharashtra,33,2004,912571,1636117,AURANGABAD,121923
1931,Maharashtra,34,2004,884234,1319891,BEED,47412
1932,Maharashtra,35,2004,822355,1293202,LATUR,30891
1933,Maharashtra,36,2004,637933,1072645,OSMANABAD,1649
1934,Maharashtra,37,2004,656801,1187231,SHOLAPUR,5798
1935,Maharashtra,38,2004,689127,1294407,PANDHARPUR,99693
1936,Maharashtra,39,2004,687722,1295593,AHMEDNAGAR,75077
1937,Maharashtra,40,2004,668700,1077519,KOPARGAON,87331
1938,Maharashtra,41,2004,732045,1319319,KHED,20810
1939,Maharashtra,42,2004,769018,1608614,PUNE,73176
1940,Maharashtra,43,2004,893331,1846635,BARAMATI,422975
1941,Maharashtra,44,2004,675012,1149290,SATARA,3957
1942,Maharashtra,45,2004,714523,1181744,KARAD,196730
1943,Maharashtra,46,2004,692999,1186416,SANGLI,81623
1944,Maharashtra,47,2004,791087,1215059,ICHALKARANJI,101049
1945,Maharashtra,48,2004,813344,1162212,KOLHAPUR,14753
1946,Manipur,1,2004,416406,740718,INNER MANIPUR,49333
1947,Manipur,2,2004,619151,795792,OUTER MANIPUR,82193
1948,Meghalaya,1,2004,367780,785062,SHILLONG,70896
1949,Meghalaya,2,2004,311113,504312,TURA,72763
1950,Mizoram,1,2004,348546,549959,MIZORAM,23694
1951,Nagaland,1,2004,954719,1041433,NAGALAND,452019
1952,Odisha,1,2004,695997,990544,MAYURBHANJ,7972
1953,Odisha,2,2004,947569,1330406,BALASORE,236955
1954,Odisha,3,2004,932276,1350755,BHADRAK,94769
1955,Odisha,4,2004,876208,1278758,JAJPUR,51466
1956,Odisha,5,2004,836265,1186834,KENDRAPARA,86843
1957,Odisha,6,2004,820302,1236228,CUTTACK,173198
1958,Odisha,7,2004,926511,1301496,JAGATSINGHPUR,57262
1959,Odisha,8,2004,888955,1288034,PURI,60960
1960,Odisha,9,2004,853005,1491536,BHUBANESWAR,112279
1961,Odisha,10,2004,680381,1254942,ASKA,132602
1962,Odisha,11,2004,719379,1195391,BERHAMPUR,51657
1963,Odisha,12,2004,735667,1139590,KORAPUT,43267
1964,Odisha,13,2004,780728,1161159,NOWRANGPUR,24890
1965,Odisha,14,2004,754128,1132680,KALAHANDI,34122
1966,Odisha,15,2004,787293,1183731,PHULBANI,19272
1967,Odisha,16,2004,728378,1099775,BOLANGIR,100682
1968,Odisha,17,2004,810601,1242861,SAMBALPUR,14770
1969,Odisha,18,2004,823301,1219887,DEOGARH,79096
1970,Odisha,19,2004,790367,1174787,DHENKANAL,122882
1971,Odisha,20,2004,732351,1209123,SUNDARGARH,39676
1972,Odisha,21,2004,814662,1183472,KEONJHAR,49209
1973,Puducherry,1,2004,483816,636667,PONDICHERRY,69181
1974,Punjab,1,2004,785834,1210260,GURDASPUR,24983
1975,Punjab,2,2004,711820,1292902,AMRITSAR,109532
1976,Punjab,3,2004,717375,1173431,TARN TARAN,56394
1977,Punjab,4,2004,741739,1221443,JULLUNDUR,33463
1978,Punjab,5,2004,722537,1181507,PHILLAUR,98884
1979,Punjab,6,2004,655691,1137423,HOSHIARPUR,104371
1980,Punjab,7,2004,790221,1345244,ROPAR,33637
1981,Punjab,8,2004,874131,1427103,PATIALA,23667
1982,Punjab,9,2004,869927,1560468,LUDHIANA,29540
1983,Punjab,10,2004,836818,1214485,SANGRUR,27277
1984,Punjab,11,2004,763195,1285978,BHATINDA,62642
1985,Punjab,12,2004,893144,1262934,FARIDKOT,135279
1986,Punjab,13,2004,866640,1302221,FEROZEPUR,11539
1987,Rajasthan,1,2004,722938,1337857,GANGANAGAR,7393
1988,Rajasthan,2,2004,1077364,1900686,BIKANER,57175
1989,Rajasthan,3,2004,833976,1371821,CHURU,29854
1990,Rajasthan,4,2004,681505,1370602,JHUNJHUNU,23355
1991,Rajasthan,5,2004,779471,1476344,SIKAR,54683
1992,Rajasthan,6,2004,881075,1896856,JAIPUR,107186
1993,Rajasthan,7,2004,716901,1462752,DAUSA,114865
1994,Rajasthan,8,2004,542876,1262622,ALWAR,8371
1995,Rajasthan,9,2004,576987,1189295,BHARATPUR,111349
1996,Rajasthan,10,2004,490633,1197119,BAYANA,59624
1997,Rajasthan,11,2004,665594,1340804,SAWAI MADHOPUR,111163
1998,Rajasthan,12,2004,529549,1203803,AJMER,127976
1999,Rajasthan,13,2004,594358,1278411,TONK,58512
2000,Rajasthan,14,2004,580105,1327073,KOTA,71778
2001,Rajasthan,15,2004,567611,1188576,JHALAWAR,81579
2002,Rajasthan,16,2004,666098,1373808,BANSWARA,21683
2003,Rajasthan,17,2004,629834,1279337,SALUMBER,24774
2004,Rajasthan,18,2004,759698,1363337,UDAIPUR,74875
2005,Rajasthan,19,2004,672477,1385950,CHITTORGARH,135770
2006,Rajasthan,20,2004,619696,1233703,BHILWARA,60652
2007,Rajasthan,21,2004,542738,1195737,PALI,63238
2008,Rajasthan,22,2004,655868,1428584,JALORE,39192
2009,Rajasthan,23,2004,1048698,1639188,BARMER,271888
2010,Rajasthan,24,2004,864927,1572050,JODHPUR,42495
2011,Rajasthan,25,2004,631471,1436070,NAGAUR,70627
2012,Sikkim,1,2004,219648,281937,SIKKIM,93151
2013,Tamil_Nadu,1,2004,915865,2000866,MADRAS NORTH,253539
2014,Tamil_Nadu,2,2004,512820,1045260,MADRAS CENTRAL,134178
2015,Tamil_Nadu,3,2004,934548,1949904,MADRAS SOUTH,220740
2016,Tamil_Nadu,4,2004,843101,1423561,SRIPERUMBUDUR,235346
2017,Tamil_Nadu,5,2004,759076,1167736,CHENGALPATTU,148724
2018,Tamil_Nadu,6,2004,775439,1160259,ARAKKONAM,102196
2019,Tamil_Nadu,7,2004,746914,1220454,VELLORE,178610
2020,Tamil_Nadu,8,2004,776085,1213662,TIRUPPATTUR,180902
2021,Tamil_Nadu,9,2004,703269,1128624,VANDAVASI,151433
2022,Tamil_Nadu,10,2004,726923,1158938,TINDIVANAM,91164
2023,Tamil_Nadu,11,2004,760180,1206876,CUDDALORE,131352
2024,Tamil_Nadu,12,2004,743410,1125487,CHIDAMBARAM,87651
2025,Tamil_Nadu,13,2004,709991,1295521,DHARMAPURI,216090
2026,Tamil_Nadu,14,2004,738737,1252580,KRISHNAGIRI,119222
2027,Tamil_Nadu,15,2004,695976,1132426,RASIPURAM,134533
2028,Tamil_Nadu,16,2004,741437,1251141,SALEM,175627
2029,Tamil_Nadu,17,2004,864451,1443197,TIRUCHENGODE,179397
2030,Tamil_Nadu,18,2004,780890,1317502,NILGIRIS,236502
2031,Tamil_Nadu,19,2004,680103,1052350,GOBICHETTIPALAYAM,214477
2032,Tamil_Nadu,20,2004,878866,1584223,COIMBATORE,164505
2033,Tamil_Nadu,21,2004,642999,1039279,POLLACHI,120921
2034,Tamil_Nadu,22,2004,695442,1088931,PALANI,231493
2035,Tamil_Nadu,23,2004,690231,1137313,DINDIGUL,155171
2036,Tamil_Nadu,24,2004,739680,1344023,MADURAI,132840
2037,Tamil_Nadu,25,2004,700534,1056853,PERIYAKULAM,21155
2038,Tamil_Nadu,26,2004,743592,1069359,KARUR,190876
2039,Tamil_Nadu,27,2004,708137,1192254,TIRUCHIRAPPALLI,216725
2040,Tamil_Nadu,28,2004,707028,999508,PERAMBALUR,153333
2041,Tamil_Nadu,29,2004,695627,1022018,MAYILADUTURAI,195691
2042,Tamil_Nadu,30,2004,751436,1049004,NAGAPATTINAM,216223
2043,Tamil_Nadu,31,2004,708724,1030779,THANJAVUR,119148
2044,Tamil_Nadu,32,2004,820271,1234949,PUDUKKOTTAI,156496
2045,Tamil_Nadu,33,2004,667208,1083542,SIVAGANGA,162725
2046,Tamil_Nadu,34,2004,674387,1147726,RAMANATHAPURAM,109950
2047,Tamil_Nadu,35,2004,830643,1313594,SIVAKASI,164517
2048,Tamil_Nadu,36,2004,633782,1086290,TIRUNELVELI,167075
2049,Tamil_Nadu,37,2004,712150,1084708,TENKASI,122176
2050,Tamil_Nadu,38,2004,631008,1031560,TIRUCHENDUR,181681
2051,Tamil_Nadu,39,2004,673555,1110014,NAGERCOIL,164294
2052,Tripura,1,2004,701159,1041596,TRIPURA WEST,384636
2053,Tripura,2,2004,623094,936626,TRIPURA EAST,310736
2054,Uttar_Pradesh,1,2004,705737,1355437,BIJNOR,80175
2055,Uttar_Pradesh,2,2004,885159,1342541,AMROHA,17884
2056,Uttar_Pradesh,3,2004,655175,1353266,MORADABAD,35840
2057,Uttar_Pradesh,4,2004,810596,1420598,RAMPUR,85474
2058,Uttar_Pradesh,5,2004,759384,1249017,SAMBHAL,198061
2059,Uttar_Pradesh,6,2004,590009,1200435,BUDAUN,51322
2060,Uttar_Pradesh,7,2004,536458,1145865,AONLA,6871
2061,Uttar_Pradesh,8,2004,822848,1556024,BAREILLY,59644
2062,Uttar_Pradesh,9,2004,677107,1285919,PILIBHIT,102720
2063,Uttar_Pradesh,10,2004,633853,1240983,SHAHJAHANPUR,81832
2064,Uttar_Pradesh,11,2004,706718,1437563,KHERI,11760
2065,Uttar_Pradesh,12,2004,579629,1258003,SHAHABAD,46369
2066,Uttar_Pradesh,13,2004,596569,1292685,SITAPUR,5234
2067,Uttar_Pradesh,14,2004,550849,1234107,MISRIKH,19403
2068,Uttar_Pradesh,15,2004,522103,1213260,HARDOI,39203
2069,Uttar_Pradesh,16,2004,578556,1639922,LUCKNOW,218375
2070,Uttar_Pradesh,17,2004,571879,1278376,MOHANLALGANJ,2568
2071,Uttar_Pradesh,18,2004,547566,1303203,UNNAO,17761
2072,Uttar_Pradesh,19,2004,643560,1329169,RAE BARELI,249765
2073,Uttar_Pradesh,20,2004,572548,1332216,PRATAPGARH,69272
2074,Uttar_Pradesh,21,2004,589596,1324991,AMETHI,290853
2075,Uttar_Pradesh,22,2004,721049,1465273,SULTANPUR,101810
2076,Uttar_Pradesh,23,2004,741572,1446088,AKBARPUR,58269
2077,Uttar_Pradesh,24,2004,686599,1326533,FAIZABAD,33486
2078,Uttar_Pradesh,25,2004,540251,1214993,BARA BANKI,20922
2079,Uttar_Pradesh,26,2004,569950,1272807,KAISERGANJ,12660
2080,Uttar_Pradesh,27,2004,549537,1423646,BAHRAICH,26334
2081,Uttar_Pradesh,28,2004,698106,1316006,BALRAMPUR,52613
2082,Uttar_Pradesh,29,2004,606654,1391430,GONDA,36998
2083,Uttar_Pradesh,30,2004,576404,1416526,BASTI,25374
2084,Uttar_Pradesh,31,2004,643129,1350045,DOMARIAGANJ,52902
2085,Uttar_Pradesh,32,2004,700715,1397045,KHALILABAD,27023
2086,Uttar_Pradesh,33,2004,632109,1441224,BANSGAON,16441
2087,Uttar_Pradesh,34,2004,689248,1432002,GORAKHPUR,142039
2088,Uttar_Pradesh,35,2004,746622,1311205,MAHARAJGANJ,64799
2089,Uttar_Pradesh,36,2004,790050,1501706,PADRAUNA,8422
2090,Uttar_Pradesh,37,2004,729788,1569719,DEORIA,52226
2091,Uttar_Pradesh,38,2004,669623,1484606,SALEMPUR,16253
2092,Uttar_Pradesh,39,2004,619762,1430300,BALLIA,81054
2093,Uttar_Pradesh,40,2004,721582,1427284,GHOSI,21012
2094,Uttar_Pradesh,41,2004,711430,1425023,AZAMGARH,6968
2095,Uttar_Pradesh,42,2004,763618,1558349,LALGANJ,42731
2096,Uttar_Pradesh,43,2004,676371,1474056,MACHHLISHAHR,55382
2097,Uttar_Pradesh,44,2004,713014,1515676,JAUNPUR,27125
2098,Uttar_Pradesh,45,2004,711340,1535355,SAIDPUR,29810
2099,Uttar_Pradesh,46,2004,869184,1476687,GHAZIPUR,226777
2100,Uttar_Pradesh,47,2004,704435,1580853,CHANDAULI,1669
