Number,State_Name,Constituency_No,Year,Constituency_Name,Margin,Turnout,Electors
1572,Uttar_Pradesh,63,2009,MAHARAJGANJ,123628,839206,1509167
1573,Uttar_Pradesh,64,2009,GORAKHPUR,220271,748617,1696474
1574,Uttar_Pradesh,65,2009,KUSHI NAGAR,21094,731041,1438263
1575,Uttar_Pradesh,66,2009,DEORIA,41779,715523,1580745
1576,Uttar_Pradesh,67,2009,BANSGAON,52787,649227,1663648
1577,Uttar_Pradesh,68,2009,LALGANJ,39948,658479,1509536
1578,Uttar_Pradesh,69,2009,AZAMGARH,49039,704863,1578854
1579,Uttar_Pradesh,70,2009,GHOSI,60945,765865,1693231
1580,Uttar_Pradesh,71,2009,SALEMPUR,18305,635722,1621136
1581,Uttar_Pradesh,72,2009,BALLIA,72555,677729,1679029
1582,Uttar_Pradesh,73,2009,JAUNPUR,80351,763910,1662127
1583,Uttar_Pradesh,74,2009,MACHHLISHAHR,24306,717761,1751074
1584,Uttar_Pradesh,75,2009,GHAZIPUR,69309,770434,1527723
1585,Uttar_Pradesh,76,2009,CHANDAULI,459,670891,1446259
1586,Uttar_Pradesh,77,2009,VARANASI,17211,665490,1561854
1587,Uttar_Pradesh,78,2009,BHADOHI,12963,658685,1519449
1588,Uttar_Pradesh,79,2009,MIRZAPUR,19682,732855,1405539
1589,Uttar_Pradesh,80,2009,ROBERTSGANJ,50259,595317,1214735
1590,Uttarakhand,1,2009,TEHRI GARHWAL,52939,584075,1159691
1591,Uttarakhand,2,2009,GARHWAL,17397,533568,1092282
1592,Uttarakhand,3,2009,ALMORA,6950,480757,1057379
1593,Uttarakhand,4,2009,NAINITAL-UDHAMSINGH NAGAR,88412,753682,1284092
1594,Uttarakhand,5,2009,HARDWAR,127412,787963,1294280
1595,West_Bengal,1,2009,COOCH BEHAR,33749,1121043,1329086
1596,West_Bengal,2,2009,ALIPURDUARS,112822,933734,1229301
1597,West_Bengal,3,2009,JALPAIGURI,88371,1031290,1252142
1598,West_Bengal,4,2009,DARJEELING,253289,966371,1215464
1599,West_Bengal,5,2009,RAIGANJ,105203,898399,1108382
1600,West_Bengal,6,2009,BALURGHAT,5105,875360,1010224
1601,West_Bengal,7,2009,MALDAHA UTTAR,60141,921502,1101096
1602,West_Bengal,8,2009,MALDAHA DAKSHIN,136280,829486,1052093
1603,West_Bengal,9,2009,JANGIPUR,128149,934281,1087054
1604,West_Bengal,10,2009,BAHARAMPUR,186977,952213,1179938
1605,West_Bengal,11,2009,MURSHIDABAD,35647,1051383,1192899
1606,West_Bengal,12,2009,KRISHNANAGAR,77386,1045711,1223082
1607,West_Bengal,13,2009,RANAGHAT,101823,1147228,1329436
1608,West_Bengal,14,2009,BANGAON,92826,1078235,1246979
1609,West_Bengal,15,2009,BARRACKPORE,56024,869968,1081237
1610,West_Bengal,16,2009,DUM DUM,20478,975684,1212220
1611,West_Bengal,17,2009,BARASAT,122901,1025539,1226654
1612,West_Bengal,18,2009,BASIRHAT,60383,1038209,1198579
1613,West_Bengal,19,2009,JOYNAGAR,53705,915836,1143640
1614,West_Bengal,20,2009,MATHURAPUR,129963,1048228,1227376
1615,West_Bengal,21,2009,DIAMOND HARBOUR,151689,1054112,1302398
1616,West_Bengal,22,2009,JADAVPUR,56267,1084833,1331537
1617,West_Bengal,23,2009,KOLKATA DAKSHIN,219571,1007225,1505638
1618,West_Bengal,24,2009,KOLKATA UTTAR,109278,877381,1366647
1619,West_Bengal,25,2009,HOWRAH,37392,993958,1344746
1620,West_Bengal,26,2009,ULUBERIA,98936,1009819,1251590
1621,West_Bengal,27,2009,SRERAMPUR,137190,1081402,1395570
1622,West_Bengal,28,2009,HOOGHLY,81523,1162644,1405684
1623,West_Bengal,29,2009,ARAMBAGH,201558,1163337,1375377
1624,West_Bengal,30,2009,TAMLUK,172958,1148206,1271230
1625,West_Bengal,31,2009,KANTHI,129103,1124447,1249775
1626,West_Bengal,32,2009,GHATAL,147184,1169934,1354861
1627,West_Bengal,33,2009,JHARGRAM,292345,958374,1241574
1628,West_Bengal,34,2009,MEDINIPUR,48017,1042496,1262983
1629,West_Bengal,35,2009,PURULIA,19301,904518,1257799
1630,West_Bengal,36,2009,BANKURA,107802,984604,1268563
1631,West_Bengal,37,2009,BISHNUPUR,129366,1054149,1237948
1632,West_Bengal,38,2009,BARDHAMAN PURBA,59419,1124373,1289311
1633,West_Bengal,39,2009,BURDWAN - DURGAPUR,108237,1135028,1353380
1634,West_Bengal,40,2009,ASANSOL,72956,893704,1250052
1635,West_Bengal,41,2009,BOLPUR,126882,1078811,1307730
1636,West_Bengal,42,2009,BIRBHUM,61519,1017493,1221893
1637,Uttar_Pradesh,20,2009,FIROZABAD,85343,787130,1422688
1638,Andaman_&_Nicobar_Islands,1,2004,ANDAMAN & NICOBAR ISLANDS,30500,153825,241645
1639,Andhra_Pradesh,1,2004,SRIKAKULAM,31879,723774,958626
1640,Andhra_Pradesh,2,2004,PARVATHIPURAM,7418,660923,896336
1641,Andhra_Pradesh,3,2004,BOBBILI,31348,746725,976012
1642,Andhra_Pradesh,4,2004,VISAKHAPATNAM,130571,965740,1515574
1643,Andhra_Pradesh,5,2004,BHADRACHALAM,53806,823415,1193297
1644,Andhra_Pradesh,6,2004,ANAKAPALLI,15414,782106,1023113
1645,Andhra_Pradesh,7,2004,KAKINADA,57252,832284,1164984
1646,Andhra_Pradesh,8,2004,RAJAHMUNDRY,148820,816125,1074223
1647,Andhra_Pradesh,9,2004,AMALAPURAM,41485,704224,904207
1648,Andhra_Pradesh,10,2004,NARASAPUR,64412,768537,996175
1649,Andhra_Pradesh,11,2004,ELURU,123291,896946,1151672
1650,Andhra_Pradesh,12,2004,MACHILIPATNAM,50341,755314,993370
1651,Andhra_Pradesh,13,2004,VIJAYAWADA,114587,945550,1464657
1652,Andhra_Pradesh,14,2004,TENALI,78556,673462,880148
1653,Andhra_Pradesh,15,2004,GUNTUR,129792,821478,1172954
1654,Andhra_Pradesh,16,2004,BAPATLA,94082,735462,948929
1655,Andhra_Pradesh,17,2004,NARASARAOPET,86255,899784,1255040
1656,Andhra_Pradesh,18,2004,ONGOLE,106021,799109,1063995
1657,Andhra_Pradesh,19,2004,NELLORE,128224,836502,1153181
1658,Andhra_Pradesh,20,2004,TIRUPATHI,199328,850787,1215573
1659,Andhra_Pradesh,21,2004,CHITTOOR,62138,875992,1170325
1660,Andhra_Pradesh,22,2004,RAJAMPET,78085,691329,991369
1661,Andhra_Pradesh,23,2004,CUDDAPAH,131674,819201,1143505
1662,Andhra_Pradesh,24,2004,HINDUPUR,1840,868063,1179211
1663,Andhra_Pradesh,25,2004,ANANTAPUR,73404,875135,1280923
1664,Andhra_Pradesh,26,2004,KURNOOL,101098,818809,1310724
1665,Andhra_Pradesh,27,2004,NANDYAL,111679,829976,1182240
1666,Andhra_Pradesh,28,2004,NAGARKURNOOL,99650,883350,1296544
1667,Andhra_Pradesh,29,2004,MAHABUBNAGAR,47907,866550,1365922
1668,Andhra_Pradesh,30,2004,HYDERABAD,100145,986737,1770725
1669,Andhra_Pradesh,31,2004,SECUNDERABAD,68758,973288,1850694
1670,Andhra_Pradesh,32,2004,SIDDIPET,138972,1119814,1727118
1671,Andhra_Pradesh,33,2004,MEDAK,123766,901015,1259126
1672,Andhra_Pradesh,34,2004,NIZAMABAD,137871,782439,1128312
1673,Andhra_Pradesh,35,2004,ADILABAD,40974,831337,1140834
1674,Andhra_Pradesh,36,2004,PEDDAPALLI,263135,939450,1386543
1675,Andhra_Pradesh,37,2004,KARIMNAGAR,131168,874498,1344786
1676,Andhra_Pradesh,38,2004,HANAMKONDA,217067,831926,1207089
1677,Andhra_Pradesh,39,2004,WARANGAL,19262,921872,1215167
1678,Andhra_Pradesh,40,2004,KHAMMAM,108888,1023177,1298614
1679,Andhra_Pradesh,41,2004,NALGONDA,56151,1047866,1605163
1680,Andhra_Pradesh,42,2004,MIRYALGUDA,216907,962599,1289342
1681,Arunachal_Pradesh,1,2004,ARUNACHAL WEST,47424,221554,394428
1682,Arunachal_Pradesh,2,2004,ARUNACHAL EAST,44994,163374,289606
1683,Assam,1,2004,KARIMGANJ,91948,671491,979105
1684,Assam,2,2004,SILCHAR,21320,608233,879243
1685,Assam,3,2004,AUTONOMOUS DISTRICT,24129,401377,579284
1686,Assam,4,2004,DHUBRI,116622,863592,1149939
1687,Assam,5,2004,KOKRAJHAR,484129,966987,1216553
1688,Assam,6,2004,BARPETA,68125,762681,1075749
1689,Assam,7,2004,GAUHATI,61151,881775,1441360
1690,Assam,8,2004,MANGALDOI,29866,848938,1209839
1691,Assam,9,2004,TEZPUR,70445,719768,1006389
1692,Assam,10,2004,NOWGONG,31412,786069,1149244
1693,Assam,11,2004,KALIABOR,67198,763083,1153483
1694,Assam,12,2004,JORHAT,51292,666835,1078149
1695,Assam,13,2004,DIBRUGARH,18554,631240,969905
1696,Assam,14,2004,LAKHIMPUR,28148,800020,1126632
1697,Bihar,1,2004,BAGAHA,65375,570822,1160275
1698,Bihar,2,2004,BETTIAH,24671,569909,1278163
1699,Bihar,3,2004,MOTIHARI,97024,679090,1221716
1700,Bihar,4,2004,GOPALGANJ,192919,694492,1231178
1701,Bihar,5,2004,SIWAN,103578,637549,1054441
1702,Bihar,6,2004,MAHARAJGANJ,46465,664434,1114665
1703,Bihar,7,2004,CHAPRA,60423,446101,1164917
1704,Bihar,8,2004,HAJIPUR,237801,773597,1208834
1705,Bihar,9,2004,VAISHALI,105935,748759,1197345
1706,Bihar,10,2004,MUZAFFARPUR,9693,784096,1237345
1707,Bihar,11,2004,SITAMARHI,98005,690851,1265132
1708,Bihar,12,2004,SHEOHAR,73883,666398,1214428
1709,Bihar,13,2004,MADHUBANI,87079,695146,1257633
1710,Bihar,14,2004,JHANJHARPUR,12835,704243,1163817
1711,Bihar,15,2004,DARBHANGA,143463,762657,1202456
1712,Bihar,16,2004,ROSERA,138411,713798,1245733
1713,Bihar,17,2004,SAMASTIPUR,126783,864746,1433793
1714,Bihar,18,2004,BARH,37688,864102,1242851
1715,Bihar,19,2004,BALIA,76227,632343,1181597
1716,Bihar,20,2004,SAHARSA,30787,738280,1287666
1717,Bihar,21,2004,MADHEPURA,69987,695674,1187490
1718,Bihar,22,2004,ARARIA,27744,652439,1184962
1719,Bihar,23,2004,KISHANGANJ,160497,813315,1278476
1720,Bihar,24,2004,PURNEA,12883,709015,1179491
1721,Bihar,25,2004,KATIHAR,2565,704449,1158042
1722,Bihar,26,2004,BANKA,4669,713888,1213614
1723,Bihar,27,2004,BHAGALPUR,117853,757287,1388037
1724,Bihar,28,2004,KHAGARIA,67123,676017,1196971
1725,Bihar,29,2004,MONGHYR,115927,838216,1310042
1726,Bihar,30,2004,BEGUSARAI,20491,678667,1280963
1727,Bihar,31,2004,NALANDA,102396,895116,1311971
1728,Bihar,32,2004,PATNA,38562,901616,1741220
1729,Bihar,33,2004,ARRAH,149743,787399,1360794
1730,Bihar,34,2004,BUXAR,54866,649158,1222441
1731,Bihar,35,2004,SASARAM,258262,697268,1291800
1732,Bihar,36,2004,BIKRAMGANJ,58801,733986,1298849
1733,Bihar,37,2004,AURANGABAD,7460,767238,1401973
1734,Bihar,38,2004,JAHANABAD,46438,863843,1246756
1735,Bihar,39,2004,NAWADA,56006,1010037,1505472
1736,Bihar,40,2004,GAYA,102934,883403,1436323
1737,Chandigarh,1,2004,CHANDIGARH,45248,268670,527684
1738,Chhattisgarh,1,2004,SURGUJA,103452,676699,1387483
1739,Chhattisgarh,2,2004,RAIGARH,74243,648435,1038634
1740,Chhattisgarh,3,2004,JANJGIR,11329,717698,1374418
1741,Chhattisgarh,4,2004,BILASPUR,81553,621425,1411786
1742,Chhattisgarh,5,2004,SARANGARH,59118,587907,1191389
1743,Chhattisgarh,6,2004,RAIPUR,129519,689517,1370242
1744,Chhattisgarh,7,2004,MAHASAMUND,118505,771432,1169419
1745,Chhattisgarh,8,2004,KANKER,73626,553888,1152128
1746,Chhattisgarh,9,2004,BASTAR,54373,450425,1039442
1747,Chhattisgarh,10,2004,DURG,61468,761815,1462883
1748,Chhattisgarh,11,2004,RAJNANDGAON,14323,665935,1121618
1749,Dadra_&_Nagar_Haveli,1,2004,DADRA & NAGAR HAVELI,12893,84703,122681
1750,Daman_&_Diu,1,2004,DAMAN AND DIU,607,55591,79232
1751,Delhi,1,2004,NEW DELHI,12784,202557,455114
1752,Delhi,2,2004,SOUTH DELHI,16005,478876,1018862
1753,Delhi,3,2004,OUTER DELHI,223790,1553849,3368399
1754,Delhi,4,2004,EAST DELHI,229779,1190814,2606589
1755,Delhi,5,2004,CHANDNI CHOWK,79415,179007,337462
1756,Delhi,6,2004,DELHI SADAR,15974,271544,471813
1757,Delhi,7,2004,KAROL BAGH,37629,249185,505236
1758,Goa,1,2004,PANAJI,56213,254819,425663
1759,Goa,2,2004,MORMUGAO,50524,297678,515504
1760,Gujarat,1,2004,KUTCH,28990,459043,1006563
1761,Gujarat,2,2004,SURENDRANAGAR,33944,455554,1109656
1762,Gujarat,3,2004,JAMNAGAR,5593,433441,1072175
1763,Gujarat,4,2004,RAJKOT,143970,538626,1650135
1764,Gujarat,5,2004,PORBANDAR,5703,490480,995027
1765,Gujarat,6,2004,JUNAGADH,40921,658706,1239398
1766,Gujarat,7,2004,AMRELI,2030,475646,1025515
1767,Gujarat,8,2004,BHAVNAGAR,80426,444831,1236416
1768,Gujarat,9,2004,DHANDHUKA,22794,516553,1156178
1769,Gujarat,10,2004,AHMEDABAD,77605,548559,1382793
1770,Gujarat,11,2004,GANDHINAGAR,217138,845576,2126829
1771,Gujarat,12,2004,MEHSANA,14511,695407,1236066
1772,Gujarat,13,2004,PATAN,23624,538157,1132998
1773,Gujarat,14,2004,BANASKANTHA,6928,642355,1311847
1774,Gujarat,15,2004,SABARKANTHA,39928,654471,1272262
1775,Gujarat,16,2004,KAPADVANJ,79435,595314,1265350
1776,Gujarat,17,2004,DOHAD,361,517845,1212453
1777,Gujarat,18,2004,GODHRA,53719,537381,1143516
1778,Gujarat,19,2004,KAIRA,56749,450929,1146245
1779,Gujarat,20,2004,ANAND,61085,591240,1145550
1780,Gujarat,21,2004,CHHOTA UDAIPUR,36239,556516,1065416
1781,Gujarat,22,2004,BARODA,6603,652409,1656867
1782,Gujarat,23,2004,BROACH,72202,680795,1239670
1783,Gujarat,24,2004,SURAT,150563,896276,2377198
1784,Gujarat,25,2004,MANDVI,173382,644812,1149161
1785,Gujarat,26,2004,BULSAR,44486,689982,1319778
1786,Haryana,1,2004,AMBALA,234935,847725,1199338
1787,Haryana,2,2004,KURUKSHETRA,160190,850858,1161933
1788,Haryana,3,2004,KARNAL,164762,818927,1240344
1789,Haryana,4,2004,SONEPAT,7569,737119,1138771
1790,Haryana,5,2004,ROHTAK,150435,662049,1055610
1791,Haryana,6,2004,FARIDABAD,151929,844718,1546578
1792,Haryana,7,2004,MAHENDRAGARH,210341,849305,1429015
1793,Haryana,8,2004,BHIWANI,24404,871144,1192271
1794,Haryana,9,2004,HISSAR,182768,769851,1136762
1795,Haryana,10,2004,SIRSA,71475,841682,1219935
1796,Himachal_Pradesh,1,2004,SIMLA,108180,528655,1018988
1797,Himachal_Pradesh,2,2004,MANDI,66566,669552,1065083
1798,Himachal_Pradesh,3,2004,KANGRA,17791,643177,1033686
1799,Himachal_Pradesh,4,2004,HAMIRPUR,1615,654102,1064238
1800,Jammu_&_Kashmir,1,2004,BARAMULLA,9895,334770,940998
1801,Jammu_&_Kashmir,2,2004,SRINAGAR,23159,195678,1053734
1802,Jammu_&_Kashmir,3,2004,ANANTNAG,38938,150219,998905
1803,Jammu_&_Kashmir,4,2004,LADAKH,25713,128931,175768
1804,Jammu_&_Kashmir,5,2004,UDHAMPUR,47175,608074,1348721
1805,Jammu_&_Kashmir,6,2004,JAMMU,17568,821670,1849989
1806,Jharkhand,1,2004,RAJMAHAL,2974,691123,1072040
1807,Jharkhand,2,2004,DUMKA,115015,625118,1083200
1808,Jharkhand,3,2004,GODDA,26754,831356,1338939
1809,Jharkhand,4,2004,CHATRA,18855,435504,978364
1810,Jharkhand,5,2004,KODARMA,154944,825710,1325734
1811,Jharkhand,6,2004,GIRIDIH,149794,714378,1312691
1812,Jharkhand,7,2004,DHANBAD,119378,941478,1749456
1813,Jharkhand,8,2004,RANCHI,15421,695754,1379179
1814,Jharkhand,9,2004,JAMSHEDPUR,105633,776519,1372125
1815,Jharkhand,10,2004,SINGHBHUM,59196,520155,919728
1816,Jharkhand,11,2004,KHUNTI,51226,490772,904846
1817,Jharkhand,12,2004,LOHARDAGA,90255,466464,906666
1818,Jharkhand,13,2004,PALAMAU,55144,641543,1289313
1819,Jharkhand,14,2004,HAZARIBAGH,105328,705439,1180058
1820,Karnataka,1,2004,BIDAR,23621,815792,1372985
1821,Karnataka,2,2004,GULBARGA,57471,827894,1439006
1822,Karnataka,3,2004,RAICHUR,508,825096,1413018
1823,Karnataka,4,2004,KOPPAL,43623,894082,1413496
1824,Karnataka,5,2004,BELLARY,31679,950328,1423161
1825,Karnataka,6,2004,DAVANGERE,32676,910398,1332608
1826,Karnataka,7,2004,CHITRADURGA,37460,918905,1316427
1827,Karnataka,8,2004,TUMKUR,2351,863743,1221507
1828,Karnataka,9,2004,CHIKBALLAPUR,60022,931128,1314311
1829,Karnataka,10,2004,KOLAR,11635,909264,1262765
1830,Karnataka,11,2004,KANAKAPURA,116663,1552416,2695484
1831,Karnataka,12,2004,BANGALORE NORTH,30358,1156845,2133579
1832,Karnataka,13,2004,BANGALORE SOUTH,62271,800649,1620352
1833,Karnataka,14,2004,MANDYA,124438,857564,1198750
1834,Karnataka,15,2004,CHAMARAJANAGAR,43989,853214,1189973
1835,Karnataka,16,2004,MYSORE,10150,957267,1478718
1836,Karnataka,17,2004,MANGALORE,33415,791572,1101484
1837,Karnataka,18,2004,UDUPI,29003,780356,1138398
1838,Karnataka,19,2004,HASSAN,190305,912195,1292878
1839,Karnataka,20,2004,CHIKMAGALUR,73672,819254,1121327
1840,Karnataka,21,2004,SHIMOGA,76145,887290,1257953
1841,Karnataka,22,2004,KANARA,172226,833932,1207373
1842,Karnataka,23,2004,DHARWAD SOUTH,145112,864810,1204353
1843,Karnataka,24,2004,DHARWAD NORTH,83078,810552,1250578
1844,Karnataka,25,2004,BELGAUM,84753,893902,1354182
1845,Karnataka,26,2004,CHIKKODI,43492,838005,1184275
1846,Karnataka,27,2004,BAGALKOT,167383,868472,1324829
1847,Karnataka,28,2004,BIJAPUR,37533,789734,1328325
1848,Kerala,1,2004,KASARAGOD,108256,901603,1160134
1849,Kerala,2,2004,CANNANORE,83849,860998,1088892
1850,Kerala,3,2004,BADAGARA,130589,828533,1092826
1851,Kerala,4,2004,CALICUT,65326,781184,1110149
1852,Kerala,5,2004,MANJERI,47743,907283,1262202
1853,Kerala,6,2004,PONNANI,102758,730339,1172057
1854,Kerala,7,2004,PALGHAT,98158,820856,1113144
1855,Kerala,8,2004,OTTAPALAM,70410,806835,1092142
1856,Kerala,9,2004,TRICHUR,45961,687705,990733
1857,Kerala,10,2004,MUKUNDAPURAM,117097,723009,1024150
1858,Kerala,11,2004,ERNAKULAM,70099,658916,1069131
1859,Kerala,12,2004,MUVATTUPUZHA,529,745871,984053
1860,Kerala,13,2004,KOTTAYAM,42914,705776,963886
1861,Kerala,14,2004,IDUKKI,69384,729426,1034338
1862,Kerala,15,2004,ALLEPPEY,1009,730096,971154
1863,Kerala,16,2004,MAVELIKARA,7414,644614,871592
1864,Kerala,17,2004,ADOOR,54534,684434,960122
1865,Kerala,18,2004,QUILON,111071,705482,1031593
1866,Kerala,19,2004,CHIRAYINKIL,50745,669639,1020604
1867,Kerala,20,2004,TRIVANDRUM,54603,763829,1112571
1868,Lakshadweep,1,2004,LAKSHADWEEP,71,31820,39033
1869,Madhya_Pradesh,1,2004,MORENA,147320,487443,1434889
1870,Madhya_Pradesh,2,2004,BHIND,6946,606358,1388299
1871,Madhya_Pradesh,3,2004,GWALIOR,35864,564692,1381464
1872,Madhya_Pradesh,4,2004,GUNA,86360,668393,1422045
1873,Madhya_Pradesh,5,2004,SAGAR,147991,479443,1250751
1874,Madhya_Pradesh,6,2004,KHAJURAHO,111781,772442,1552876
1875,Madhya_Pradesh,7,2004,DAMOH,94595,591218,1398539
1876,Madhya_Pradesh,8,2004,SATNA,83590,610602,1324818
1877,Madhya_Pradesh,9,2004,REWA,44752,630747,1461014
1878,Madhya_Pradesh,10,2004,SIDHI,49565,457209,1083701
1879,Madhya_Pradesh,11,2004,SHAHDOL,29349,509340,1305252
1880,Madhya_Pradesh,12,2004,BALAGHAT,88089,609321,1000341
1881,Madhya_Pradesh,13,2004,MANDLA,64897,588269,1095134
1882,Madhya_Pradesh,14,2004,JABALPUR,99531,571395,1347885
1883,Madhya_Pradesh,15,2004,SEONI,94801,599553,1203918
1884,Madhya_Pradesh,16,2004,CHHINDWARA,63708,754637,1145107
1885,Madhya_Pradesh,17,2004,BETUL,157540,547702,1122830
1886,Madhya_Pradesh,18,2004,HOSHANGABAD,136409,634343,1287203
1887,Madhya_Pradesh,19,2004,BHOPAL,306005,858463,1847544
1888,Madhya_Pradesh,20,2004,VIDISHA,260726,656555,1313048
1889,Madhya_Pradesh,21,2004,RAJGARH,36712,599229,1278429
1890,Madhya_Pradesh,22,2004,SHAJAPUR,168187,720241,1328841
1891,Madhya_Pradesh,23,2004,KHANDWA,102737,605295,1217726
1892,Madhya_Pradesh,24,2004,KHARGONE,58617,652254,1287299
1893,Madhya_Pradesh,25,2004,DHAR,32611,703372,1325680
1894,Madhya_Pradesh,26,2004,INDORE,193936,854503,1678030
