Number,State_Name,Constituency_No,Year,Constituency_Name,Margin,Turnout,Electors
4042,Madhya_Pradesh,12,1991,SURGUJA,46992,327383,903744
4043,Madhya_Pradesh,13,1991,RAIGARH,55814,365270,839641
4044,Madhya_Pradesh,14,1991,JANJGIR,29425,380715,1013419
4045,Madhya_Pradesh,15,1991,BILASPUR,37961,329933,910324
4046,Madhya_Pradesh,16,1991,SARANGARH,45012,355669,922304
4047,Madhya_Pradesh,17,1991,RAIPUR,959,417672,912981
4048,Madhya_Pradesh,18,1991,MAHASAMUND,21479,420287,907199
4049,Madhya_Pradesh,19,1991,KANKER,19361,309976,861510
4050,Madhya_Pradesh,20,1991,BASTAR,17020,196108,760905
4051,Madhya_Pradesh,21,1991,DURG,87739,546820,1062740
4052,Madhya_Pradesh,22,1991,RAJNANDGAON,47410,380399,840310
4053,Madhya_Pradesh,23,1991,BALAGHAT,56226,454408,810944
4054,Madhya_Pradesh,24,1991,MANDLA,87673,261791,818990
4055,Madhya_Pradesh,25,1991,JABALPUR,6722,389486,945456
4056,Madhya_Pradesh,26,1991,SEONI,55558,405935,905419
4057,Madhya_Pradesh,27,1991,CHHINDWARA,79632,383118,842325
4058,Madhya_Pradesh,28,1991,BETUL,22733,297451,819648
4059,Madhya_Pradesh,29,1991,HOSHANGABAD,8454,431226,937077
4060,Madhya_Pradesh,30,1991,BHOPAL,102208,576232,1160113
4061,Madhya_Pradesh,31,1991,VIDISHA,104134,474794,944772
4062,Madhya_Pradesh,32,1991,RAJGARH,1470,452167,913839
4063,Madhya_Pradesh,33,1991,SHAJAPUR,78248,467608,958278
4064,Madhya_Pradesh,34,1991,KHANDWA,16775,462693,885618
4065,Madhya_Pradesh,35,1991,KHARGONE,13795,445813,880500
4066,Madhya_Pradesh,36,1991,DHAR,39479,461627,913026
4067,Madhya_Pradesh,37,1991,INDORE,80594,552568,1150378
4068,Madhya_Pradesh,38,1991,UJJAIN,51720,439140,911002
4069,Madhya_Pradesh,39,1991,JHABUA,134402,397487,890563
4070,Madhya_Pradesh,40,1991,MANDSAUR,6983,644505,1017532
4071,Maharashtra,1,1991,RAJAPUR,43046,362816,755126
4072,Maharashtra,2,1991,RATNAGIRI,12928,406342,800680
4073,Maharashtra,3,1991,KOLABA,39706,535218,984558
4074,Maharashtra,4,1991,BOMBAY SOUTH,25756,286364,749380
4075,Maharashtra,5,1991,BOMBAY SOUTH CENTRAL,4402,342153,814338
4076,Maharashtra,6,1991,BOMBAY NORTH CENTRAL,14212,415777,1033716
4077,Maharashtra,7,1991,BOMBAY NORTH EAST,59124,657285,1516164
4078,Maharashtra,8,1991,BOMBAY NORTH WEST,56745,526490,1247057
4079,Maharashtra,9,1991,BOMBAY NORTH,92313,633551,1585616
4080,Maharashtra,10,1991,THANE,28317,641248,1744592
4081,Maharashtra,11,1991,DAHANU,32916,444303,1088103
4082,Maharashtra,12,1991,NASHIK,141366,536639,1075967
4083,Maharashtra,13,1991,MALEGAON,84300,403693,924991
4084,Maharashtra,14,1991,DHULE,80859,365324,913875
4085,Maharashtra,15,1991,NANDURBAR,168890,429378,899431
4086,Maharashtra,16,1991,ERANDOL,81993,408624,972819
4087,Maharashtra,17,1991,JALGAON,24265,471260,979398
4088,Maharashtra,18,1991,BULDHANA,37091,458866,919037
4089,Maharashtra,19,1991,AKOLA,45113,511593,949409
4090,Maharashtra,20,1991,WASHIM,48989,449308,858644
4091,Maharashtra,21,1991,AMRAVATI,55481,418805,939913
4092,Maharashtra,22,1991,RAMTEK,137954,432179,914252
4093,Maharashtra,23,1991,NAGPUR,74720,597047,1240382
4094,Maharashtra,24,1991,BHANDARA,163558,558514,869165
4095,Maharashtra,25,1991,CHIMUR,48009,587159,924966
4096,Maharashtra,26,1991,CHANDRAPUR,87697,507916,1017275
4097,Maharashtra,27,1991,WARDHA,23530,447047,930617
4098,Maharashtra,28,1991,YAVATMAL,70930,427873,896047
4099,Maharashtra,29,1991,HINGOLI,3793,449845,942014
4100,Maharashtra,30,1991,NANDED,132362,491532,1082908
4101,Maharashtra,31,1991,PARBHANI,20161,434890,959377
4102,Maharashtra,32,1991,JALNA,68207,531676,1013928
4103,Maharashtra,33,1991,AURANGABAD,82419,569983,1205538
4104,Maharashtra,34,1991,BEED,87626,597155,1137213
4105,Maharashtra,35,1991,LATUR,58718,556430,993685
4106,Maharashtra,36,1991,OSMANABAD,83055,453899,884277
4107,Maharashtra,37,1991,SHOLAPUR,80090,494287,896543
4108,Maharashtra,38,1991,PANDHARPUR,234808,472188,998122
4109,Maharashtra,39,1991,AHMEDNAGAR,11637,602294,1001165
4110,Maharashtra,40,1991,KOPARGAON,172457,491144,876195
4111,Maharashtra,41,1991,KHED,190408,453393,956612
4112,Maharashtra,42,1991,PUNE,16938,566027,1184618
4113,Maharashtra,43,1991,BARAMATI,336263,580623,1261608
4114,Maharashtra,44,1991,SATARA,159212,390603,931856
4115,Maharashtra,45,1991,KARAD,92380,499770,964559
4116,Maharashtra,46,1991,SANGLI,207680,476006,918893
4117,Maharashtra,47,1991,ICHALKARANJI,257059,510832,971473
4118,Maharashtra,48,1991,KOLHAPUR,194331,419075,905091
4119,Manipur,1,1991,INNER MANIPUR,21097,368195,611503
4120,Manipur,2,1991,OUTER MANIPUR,19369,478612,620646
4121,Meghalaya,1,1991,SHILLONG,19390,297251,588902
4122,Meghalaya,2,1991,TURA,94377,200059,353611
4123,Mizoram,1,1991,MIZORAM,9593,240595,414412
4124,Nagaland,1,1991,NAGALAND,51854,622831,814836
4125,Odisha,1,1991,MAYURBHANJ,49495,388784,823829
4126,Odisha,2,1991,BALASORE,13218,603786,995301
4127,Odisha,3,1991,BHADRAK,10939,592297,980232
4128,Odisha,4,1991,JAJPUR,11429,562913,961000
4129,Odisha,5,1991,KENDRAPARA,41430,593458,942303
4130,Odisha,6,1991,CUTTACK,43693,577077,987764
4131,Odisha,7,1991,JAGATSINGHPUR,17025,668773,1017251
4132,Odisha,8,1991,PURI,38957,566014,968881
4133,Odisha,9,1991,BHUBANESWAR,7981,493139,1016696
4134,Odisha,10,1991,ASKA,29764,487600,995423
4135,Odisha,11,1991,BERHAMPUR,73824,452775,937447
4136,Odisha,12,1991,KORAPUT,141594,354535,901583
4137,Odisha,13,1991,NOWRANGPUR,56527,384747,880570
4138,Odisha,14,1991,KALAHANDI,28925,435232,844830
4139,Odisha,15,1991,PHULBANI,54030,476966,955122
4140,Odisha,16,1991,BOLANGIR,12075,457711,852106
4141,Odisha,17,1991,SAMBALPUR,35318,497972,999900
4142,Odisha,18,1991,DEOGARH,23383,471446,960124
4143,Odisha,19,1991,DHENKANAL,41686,527229,909337
4144,Odisha,20,1991,SUNDARGARH,38070,425650,962483
4145,Odisha,21,1991,KEONJHAR,7394,422771,912382
4146,Puducherry,1,1991,PONDICHERRY,67609,391783,593305
4147,Rajasthan,1,1991,GANGANAGAR,111991,466634,1116994
4148,Rajasthan,2,1991,BIKANER,37266,604556,1437652
4149,Rajasthan,3,1991,CHURU,168,523544,1065230
4150,Rajasthan,4,1991,JHUNJHUNU,20254,528300,1142564
4151,Rajasthan,5,1991,SIKAR,110685,617905,1161197
4152,Rajasthan,6,1991,JAIPUR,125927,551678,1346629
4153,Rajasthan,7,1991,DAUSA,63281,479196,1048801
4154,Rajasthan,8,1991,ALWAR,103406,417082,962311
4155,Rajasthan,9,1991,BHARATPUR,95756,478262,909890
4156,Rajasthan,10,1991,BAYANA,35436,367576,944735
4157,Rajasthan,11,1991,SAWAI MADHOPUR,17226,424608,1052967
4158,Rajasthan,12,1991,AJMER,25343,431347,963531
4159,Rajasthan,13,1991,TONK,13019,383747,999712
4160,Rajasthan,14,1991,KOTA,60403,425916,989592
4161,Rajasthan,15,1991,JHALAWAR,91160,418845,901391
4162,Rajasthan,16,1991,BANSWARA,115007,469898,956533
4163,Rajasthan,17,1991,SALUMBER,69858,419265,925387
4164,Rajasthan,18,1991,UDAIPUR,26623,535252,1058285
4165,Rajasthan,19,1991,CHITTORGARH,18418,522788,1059815
4166,Rajasthan,20,1991,BHILWARA,10761,497587,997385
4167,Rajasthan,21,1991,PALI,19301,464241,986219
4168,Rajasthan,22,1991,JALORE,100557,577862,1101306
4169,Rajasthan,23,1991,BARMER,113052,561210,1134522
4170,Rajasthan,24,1991,JODHPUR,49568,541866,1164067
4171,Rajasthan,25,1991,NAGAUR,155044,587657,1086787
4172,Sikkim,1,1991,SIKKIM,100211,115373,201704
4173,Tamil_Nadu,1,1991,MADRAS NORTH,118518,733279,1358695
4174,Tamil_Nadu,2,1991,MADRAS CENTRAL,103271,553679,1034301
4175,Tamil_Nadu,3,1991,MADRAS SOUTH,162528,738558,1410540
4176,Tamil_Nadu,4,1991,SRIPERUMBUDUR,180572,649369,1034447
4177,Tamil_Nadu,5,1991,CHENGALPATTU,153206,638365,952050
4178,Tamil_Nadu,6,1991,ARAKKONAM,176710,646635,968764
4179,Tamil_Nadu,7,1991,VELLORE,199169,621045,1007812
4180,Tamil_Nadu,8,1991,TIRUPPATTUR,190461,644841,985576
4181,Tamil_Nadu,9,1991,VANDAVASI,177095,638103,970805
4182,Tamil_Nadu,10,1991,TINDIVANAM,170149,617317,953935
4183,Tamil_Nadu,11,1991,CUDDALORE,208057,616760,953560
4184,Tamil_Nadu,12,1991,CHIDAMBARAM,136890,627676,933507
4185,Tamil_Nadu,13,1991,DHARMAPURI,150489,629532,1005354
4186,Tamil_Nadu,14,1991,KRISHNAGIRI,213114,581441,954816
4187,Tamil_Nadu,15,1991,RASIPURAM,272985,610679,1004810
4188,Tamil_Nadu,16,1991,SALEM,282568,605749,1030128
4189,Tamil_Nadu,17,1991,TIRUCHENGODE,314481,780845,1270472
4190,Tamil_Nadu,18,1991,NILGIRIS,180802,659884,1103713
4191,Tamil_Nadu,19,1991,GOBICHETTIPALAYAM,249161,591763,908687
4192,Tamil_Nadu,20,1991,COIMBATORE,186064,696942,1179032
4193,Tamil_Nadu,21,1991,POLLACHI,206270,631864,963590
4194,Tamil_Nadu,22,1991,PALANI,260142,644505,1030799
4195,Tamil_Nadu,23,1991,DINDIGUL,224417,621479,1031174
4196,Tamil_Nadu,24,1991,MADURAI,242160,629609,1137905
4197,Tamil_Nadu,25,1991,PERIYAKULAM,213960,611355,1011909
4198,Tamil_Nadu,26,1991,KARUR,269969,690318,1043464
4199,Tamil_Nadu,27,1991,TIRUCHIRAPPALLI,209706,647962,1056965
4200,Tamil_Nadu,28,1991,PERAMBALUR,194950,637204,934168
4201,Tamil_Nadu,29,1991,MAYILADUTURAI,161937,618188,902685
4202,Tamil_Nadu,30,1991,NAGAPATTINAM,25716,658707,922262
4203,Tamil_Nadu,31,1991,THANJAVUR,162070,623774,919274
4204,Tamil_Nadu,32,1991,PUDUKKOTTAI,219721,721980,1047932
4205,Tamil_Nadu,33,1991,SIVAGANGA,228597,595664,997331
4206,Tamil_Nadu,34,1991,RAMANATHAPURAM,171526,588029,1029957
4207,Tamil_Nadu,35,1991,SIVAKASI,163090,661384,1076887
4208,Tamil_Nadu,36,1991,TIRUNELVELI,153592,565423,969816
4209,Tamil_Nadu,37,1991,TENKASI,182086,600569,926698
4210,Tamil_Nadu,38,1991,TIRUCHENDUR,258776,519584,944890
4211,Tamil_Nadu,39,1991,NAGERCOIL,124913,542274,949067
4212,Tripura,1,1991,TRIPURA WEST,428984,556772,818228
4213,Tripura,2,1991,TRIPURA EAST,346653,459936,742857
4214,Uttar_Pradesh,1,1991,TEHRI GARHWAL,45903,403645,886604
4215,Uttar_Pradesh,2,1991,GARHWAL,25013,391628,885969
4216,Uttar_Pradesh,3,1991,ALMORA,29145,325984,854910
4217,Uttar_Pradesh,4,1991,NAINITAL,11429,487136,976555
4218,Uttar_Pradesh,5,1991,BIJNOR,87734,524144,937649
4219,Uttar_Pradesh,6,1991,AMROHA,57877,530787,925377
4220,Uttar_Pradesh,7,1991,MORADABAD,13978,491374,955294
4221,Uttar_Pradesh,8,1991,RAMPUR,49809,535651,979613
4222,Uttar_Pradesh,9,1991,SAMBHAL,1705,458673,866398
4223,Uttar_Pradesh,10,1991,BUDAUN,15579,448850,879682
4224,Uttar_Pradesh,11,1991,AONLA,72480,409295,822940
4225,Uttar_Pradesh,12,1991,BAREILLY,37746,483873,866698
4226,Uttar_Pradesh,13,1991,PILIBHIT,6923,475183,919807
4227,Uttar_Pradesh,14,1991,SHAHJAHANPUR,13316,485414,947741
4228,Uttar_Pradesh,15,1991,KHERI,37094,427984,948884
4229,Uttar_Pradesh,16,1991,SHAHABAD,31135,417055,888168
4230,Uttar_Pradesh,17,1991,SITAPUR,37706,423892,890393
4231,Uttar_Pradesh,18,1991,MISRIKH,19399,457628,885711
4232,Uttar_Pradesh,19,1991,HARDOI,38257,430349,902205
4233,Uttar_Pradesh,20,1991,LUCKNOW,117303,382877,1188127
4234,Uttar_Pradesh,21,1991,MOHANLALGANJ,10212,380000,892359
4235,Uttar_Pradesh,22,1991,UNNAO,18949,431696,940464
4236,Uttar_Pradesh,23,1991,RAE BARELI,3917,443791,962155
4237,Uttar_Pradesh,24,1991,PRATAPGARH,3696,361266,941760
4238,Uttar_Pradesh,25,1991,AMETHI,112085,351548,918257
4239,Uttar_Pradesh,26,1991,SULTANPUR,76956,385849,953144
4240,Uttar_Pradesh,27,1991,AKBARPUR,156,492087,960334
4241,Uttar_Pradesh,28,1991,FAIZABAD,57563,449272,945771
4242,Uttar_Pradesh,29,1991,BARA BANKI,3798,434209,880429
4243,Uttar_Pradesh,30,1991,KAISERGANJ,42553,447942,875439
4244,Uttar_Pradesh,31,1991,BAHRAICH,63209,407410,922738
4245,Uttar_Pradesh,32,1991,BALRAMPUR,109455,474568,942754
4246,Uttar_Pradesh,33,1991,GONDA,102984,428321,944304
4247,Uttar_Pradesh,34,1991,BASTI,71465,431235,953551
4248,Uttar_Pradesh,35,1991,DOMARIAGANJ,58117,506811,959298
4249,Uttar_Pradesh,36,1991,KHALILABAD,5091,460389,977504
4250,Uttar_Pradesh,37,1991,BANSGAON,26141,435704,963344
4251,Uttar_Pradesh,38,1991,GORAKHPUR,91359,460188,903188
4252,Uttar_Pradesh,39,1991,MAHARAJGANJ,33727,486673,897007
4253,Uttar_Pradesh,40,1991,PADRAUNA,57808,460243,933126
4254,Uttar_Pradesh,41,1991,DEORIA,17177,479824,992715
4255,Uttar_Pradesh,42,1991,SALEMPUR,44567,472872,1001946
4256,Uttar_Pradesh,43,1991,BALLIA,58548,457997,1003696
4257,Uttar_Pradesh,44,1991,GHOSI,4429,469689,1000321
4258,Uttar_Pradesh,45,1991,AZAMGARH,46633,466059,981903
4259,Uttar_Pradesh,46,1991,LALGANJ,9638,456481,1048636
4260,Uttar_Pradesh,47,1991,MACHHLISHAHR,32539,428910,968876
4261,Uttar_Pradesh,48,1991,JAUNPUR,45780,432613,991216
4262,Uttar_Pradesh,49,1991,SAIDPUR,16435,404911,1030523
4263,Uttar_Pradesh,50,1991,GHAZIPUR,32294,510486,1029180
4264,Uttar_Pradesh,51,1991,CHANDAULI,12297,433750,1038904
4265,Uttar_Pradesh,52,1991,VARANASI,40439,453402,1046984
4266,Uttar_Pradesh,53,1991,ROBERTSGANJ,28017,403986,1044748
4267,Uttar_Pradesh,54,1991,MIRZAPUR,20605,451128,1034077
4268,Uttar_Pradesh,55,1991,PHULPUR,59601,442831,965688
4269,Uttar_Pradesh,56,1991,ALLAHABAD,5196,386549,984299
4270,Uttar_Pradesh,57,1991,CHAIL,24375,355097,944049
4271,Uttar_Pradesh,58,1991,FATEHPUR,136609,364291,921709
4272,Uttar_Pradesh,59,1991,BANDA,10184,366719,889615
4273,Uttar_Pradesh,60,1991,HAMIRPUR,4045,384528,842960
4274,Uttar_Pradesh,61,1991,JHANSI,82071,454284,1051181
4275,Uttar_Pradesh,62,1991,JALAUN,45652,461870,938419
4276,Uttar_Pradesh,63,1991,GHATAMPUR,43647,428324,922050
4277,Uttar_Pradesh,64,1991,BILHAUR,41624,454544,985290
4278,Uttar_Pradesh,65,1991,KANPUR,113621,402868,1068327
4279,Uttar_Pradesh,66,1991,ETAWAH,22466,460892,949081
4280,Uttar_Pradesh,67,1991,KANNAUJ,61175,474926,945773
4281,Uttar_Pradesh,68,1991,FARRUKHABAD,38150,483580,959727
4282,Uttar_Pradesh,69,1991,MAINPURI,12165,430122,877588
4283,Uttar_Pradesh,70,1991,JALESAR,24292,381385,844986
4284,Uttar_Pradesh,71,1991,ETAH,24232,443654,839807
4285,Uttar_Pradesh,72,1991,FIROZABAD,1332,434433,931499
4286,Uttar_Pradesh,73,1991,AGRA,63126,405738,919975
4287,Uttar_Pradesh,74,1991,MATHURA,15512,456390,953944
4288,Uttar_Pradesh,75,1991,HATHRAS,74344,452011,909705
4289,Uttar_Pradesh,76,1991,ALIGARH,12475,456023,934243
4290,Uttar_Pradesh,77,1991,KHURJA,23217,454249,965189
4291,Uttar_Pradesh,78,1991,BULANDSHAHR,48810,449679,930235
4292,Uttar_Pradesh,79,1991,HAPUR,24214,539659,1084021
4293,Uttar_Pradesh,81,1991,BAGHPAT,197108,472709,937210
4294,Uttar_Pradesh,82,1991,MUZAFFARNAGAR,95651,535734,923784
4295,Uttar_Pradesh,83,1991,KAIRANA,22669,501417,881970
4296,Uttar_Pradesh,84,1991,SAHARANPUR,18342,592194,965458
4297,Uttar_Pradesh,85,1991,HARDWAR,7197,523237,897723
4298,West_Bengal,1,1991,COOCH BEHAR,132232,819360,981865
4299,West_Bengal,2,1991,ALIPURDUARS,130112,691781,918815
4300,West_Bengal,3,1991,JALPAIGURI,114356,726385,948985
4301,West_Bengal,4,1991,DARJEELING,51897,737775,1096220
4302,West_Bengal,5,1991,RAIGANJ,29968,741174,1016789
4303,West_Bengal,6,1991,BALURGHAT,86081,779166,968371
4304,West_Bengal,7,1991,MALDA,1820,709307,922467
4305,West_Bengal,8,1991,JANGIPUR,46639,711761,943696
4306,West_Bengal,9,1991,MURSHIDABAD,112601,789932,995079
4307,West_Bengal,10,1991,BERHAMPORE,79209,793379,1069213
4308,West_Bengal,11,1991,KRISHNAGAR,59575,748937,928523
4309,West_Bengal,12,1991,NABADWIP,66577,896610,1094215
4310,West_Bengal,13,1991,BARASAT,44421,878279,1075164
4311,West_Bengal,14,1991,BASIRHAT,71642,760922,919022
4312,West_Bengal,15,1991,JOYNAGAR,132305,735539,956356
4313,West_Bengal,16,1991,MATHURAPUR,19746,727677,902852
4314,West_Bengal,17,1991,DIAMOND HARBOUR,45512,704176,961802
4315,West_Bengal,18,1991,JADAVPUR,50301,851960,1173319
4316,West_Bengal,19,1991,BARRACKPORE,59852,681254,930330
4317,West_Bengal,20,1991,DUM DUM,104865,968968,1324332
4318,West_Bengal,21,1991,CALCUTTA NORTH WEST,31819,401584,704483
4319,West_Bengal,22,1991,CALCUTTA NORTH EAST,71456,558121,858170
4320,West_Bengal,23,1991,CALCUTTA SOUTH,93663,701290,1042903
4321,West_Bengal,24,1991,HOWRAH,7380,786793,1166213
4322,West_Bengal,25,1991,ULUBERIA,77481,742163,989854
4323,West_Bengal,26,1991,SERAMPORE,44497,793238,1121057
4324,West_Bengal,27,1991,HOOGHLY,55659,782176,1002466
4325,West_Bengal,28,1991,ARAMBAGH,148272,796746,976896
4326,West_Bengal,29,1991,PANSKURA,126300,712289,871446
4327,West_Bengal,30,1991,TAMLUK,1062,762850,939938
4328,West_Bengal,31,1991,CONTAI,23116,684746,870090
4329,West_Bengal,32,1991,MIDNAPORE,163523,722841,960598
4330,West_Bengal,33,1991,JHARGRAM,152307,673530,883949
4331,West_Bengal,34,1991,PURULIA,125940,652303,914959
4332,West_Bengal,35,1991,BANKURA,182623,664145,942357
4333,West_Bengal,36,1991,VISHNUPUR,190273,721211,935084
4334,West_Bengal,37,1991,DURGAPUR,184616,749796,1041160
4335,West_Bengal,38,1991,ASANSOL,94858,701240,1126207
4336,West_Bengal,39,1991,BURDWAN,221892,841439,1061300
4337,West_Bengal,40,1991,KATWA,154724,804848,1010077
4338,West_Bengal,41,1991,BOLPUR,226624,696497,925057
4339,West_Bengal,42,1991,BIRBHUM,163031,672566,920781
4340,Andhra_Pradesh,27,1991,NANDYAL,580297,699846,4574
4341,Madhya_Pradesh,31,1991,VIDISHA,89100,544958,944772
4342,Maharashtra,43,1991,BARAMATI,459659,573295,261608
4343,Uttar_Pradesh,25,1991,AMETHI,99309,332195,918257
4344,West_Bengal,34,1991,PURULIA,133736,629820,914959
4345,Andaman_&_Nicobar_Islands,1,1989,ANDAMAN & NICOBAR ISLANDS,18914,113065,160940
4346,Andhra_Pradesh,1,1989,SRIKAKULAM,50114,604275,861650
4347,Andhra_Pradesh,2,1989,PARVATHIPURAM,42641,551416,809362
4348,Andhra_Pradesh,3,1989,BOBBILI,39944,611674,860717
4349,Andhra_Pradesh,4,1989,VISAKHAPATNAM,25733,700337,1073318
4350,Andhra_Pradesh,5,1989,BHADRACHALAM,23986,557113,941288
4351,Andhra_Pradesh,6,1989,ANAKAPALLI,9,633597,893262
4352,Andhra_Pradesh,7,1989,KAKINADA,82983,704654,979213
4353,Andhra_Pradesh,8,1989,RAJAHMUNDRY,58322,720327,972851
4354,Andhra_Pradesh,9,1989,AMALAPURAM,54781,632287,835700
4355,Andhra_Pradesh,10,1989,NARASAPUR,13802,664308,931902
4356,Andhra_Pradesh,11,1989,ELURU,71407,755515,981369
4357,Andhra_Pradesh,12,1989,MACHILIPATNAM,43489,680994,908538
4358,Andhra_Pradesh,13,1989,VIJAYAWADA,58204,804438,1106132
4359,Andhra_Pradesh,14,1989,TENALI,64188,632195,890858
4360,Andhra_Pradesh,15,1989,GUNTUR,65013,749809,1114045
4361,Andhra_Pradesh,16,1989,BAPATLA,43620,697980,999676
4362,Andhra_Pradesh,17,1989,NARASARAOPET,65706,755362,1138866
4363,Andhra_Pradesh,18,1989,ONGOLE,97370,706811,1107153
4364,Andhra_Pradesh,19,1989,NELLORE,71839,714775,1064416
4365,Andhra_Pradesh,20,1989,TIRUPATHI,72500,746951,1077859
4366,Andhra_Pradesh,21,1989,CHITTOOR,82508,712718,1002523
4367,Andhra_Pradesh,22,1989,RAJAMPET,38423,656285,945601
4368,Andhra_Pradesh,23,1989,CUDDAPAH,166752,798740,1135322
4369,Andhra_Pradesh,24,1989,HINDUPUR,2168,652856,984977
4370,Andhra_Pradesh,25,1989,ANANTAPUR,59482,649375,1013902
4371,Andhra_Pradesh,26,1989,KURNOOL,110418,628754,968645
4372,Andhra_Pradesh,27,1989,NANDYAL,56262,690103,1001172
4373,Andhra_Pradesh,28,1989,NAGARKURNOOL,71174,672951,1000322
4374,Andhra_Pradesh,29,1989,MAHABUBNAGAR,69778,645770,1038379
4375,Andhra_Pradesh,30,1989,HYDERABAD,133078,879187,1278250
4376,Andhra_Pradesh,31,1989,SECUNDERABAD,147601,646751,1154622
4377,Andhra_Pradesh,32,1989,SIDDIPET,86837,720957,1144328
4378,Andhra_Pradesh,33,1989,MEDAK,96096,704875,1057204
4379,Andhra_Pradesh,34,1989,NIZAMABAD,24099,648088,963180
4380,Andhra_Pradesh,35,1989,ADILABAD,44365,552264,888183
4381,Andhra_Pradesh,36,1989,PEDDAPALLI,30635,640604,1096253
4382,Andhra_Pradesh,37,1989,KARIMNAGAR,35192,632285,1075755
4383,Andhra_Pradesh,38,1989,HANAMKONDA,63343,612076,959004
4384,Andhra_Pradesh,39,1989,WARANGAL,54121,680618,946078
4385,Andhra_Pradesh,40,1989,KHAMMAM,59252,781933,1038053
4386,Andhra_Pradesh,41,1989,NALGONDA,41850,745471,1144127
4387,Andhra_Pradesh,42,1989,MIRYALGUDA,34995,787440,1091124
4388,Arunachal_Pradesh,1,1989,ARUNACHAL WEST,7746,150116,282496
4389,Arunachal_Pradesh,2,1989,ARUNACHAL EAST,32614,123014,193555
4390,Bihar,1,1989,BAGAHA,88032,390367,871641
4391,Bihar,2,1989,BETTIAH,48348,510547,911262
4392,Bihar,3,1989,MOTIHARI,78111,543412,936758
4393,Bihar,4,1989,GOPALGANJ,193921,681677,944046
4394,Bihar,5,1989,SIWAN,158951,552892,965656
4395,Bihar,6,1989,MAHARAJGANJ,217318,586049,1024013
4396,Bihar,7,1989,CHAPRA,141882,652929,1010173
4397,Bihar,8,1989,HAJIPUR,504448,731592,977499
4398,Bihar,9,1989,VAISHALI,213217,702557,964120
4399,Bihar,10,1989,MUZAFFARPUR,285010,715437,981763
4400,Bihar,11,1989,SITAMARHI,170861,647197,1011260
4401,Bihar,12,1989,SHEOHAR,314475,625670,962568
4402,Bihar,13,1989,MADHUBANI,141366,550019,981067
4403,Bihar,14,1989,JHANJHARPUR,159336,532066,958736
4404,Bihar,15,1989,DARBHANGA,78457,648822,921749
4405,Bihar,16,1989,ROSERA,204487,619742,964871
4406,Bihar,17,1989,SAMASTIPUR,237681,694963,1075195
4407,Bihar,18,1989,BARH,78347,696236,1031955
4408,Bihar,19,1989,BALIA,161449,511934,906074
4409,Bihar,20,1989,SAHARSA,277081,760273,1058549
4410,Bihar,21,1989,MADHEPURA,292948,664005,976967
4411,Bihar,22,1989,ARARIA,72655,557301,917760
4412,Bihar,23,1989,KISHANGANJ,25991,548826,956458
4413,Bihar,24,1989,PURNEA,54557,561585,923058
4414,Bihar,25,1989,KATIHAR,103178,619228,855079
4415,Bihar,26,1989,RAJMAHAL,166415,456601,829017
4416,Bihar,27,1989,DUMKA,109601,405964,869933
4417,Bihar,28,1989,GODDA,181433,568055,960243
4418,Bihar,29,1989,BANKA,216615,528470,955374
4419,Bihar,30,1989,BHAGALPUR,435398,671816,1046877
4420,Bihar,31,1989,KHAGARIA,136522,581926,946945
4421,Bihar,32,1989,MONGHYR,55186,694723,1015385
4422,Bihar,33,1989,BEGUSARAI,74721,603707,986317
4423,Bihar,34,1989,NALANDA,11212,698122,1085349
4424,Bihar,35,1989,PATNA,21593,621326,1173277
4425,Bihar,36,1989,ARRAH,16440,545791,1060759
4426,Bihar,37,1989,BUXAR,37322,546668,988344
4427,Bihar,38,1989,SASARAM,113656,531432,965857
4428,Bihar,39,1989,BIKRAMGANJ,125993,538328,983892
4429,Bihar,40,1989,AURANGABAD,57082,565274,975199
4430,Bihar,41,1989,JAHANABAD,72901,689907,1058677
4431,Bihar,42,1989,NAWADA,149602,649326,1152371
4432,Bihar,43,1989,GAYA,252923,665491,965265
4433,Bihar,44,1989,CHATRA,77371,453260,885097
4434,Bihar,45,1989,KODARMA,102294,536188,964011
4435,Bihar,46,1989,GIRIDIH,8182,485166,938564
4436,Bihar,47,1989,DHANBAD,13571,637021,1156446
4437,Bihar,48,1989,HAZARIBAGH,43419,529895,1010692
4438,Bihar,49,1989,RANCHI,14986,466266,925104
4439,Bihar,50,1989,JAMSHEDPUR,8884,516270,953395
4440,Bihar,51,1989,SINGHBHUM,19979,276427,760236
4441,Bihar,52,1989,KHUNTI,3785,333260,755724
4442,Bihar,53,1989,LOHARDAGA,39072,369193,825417
4443,Bihar,54,1989,PALAMAU,33396,382294,911225
4444,Chandigarh,1,1989,CHANDIGARH,3974,216903,334522
4445,Dadra_&_Nagar_Haveli,1,1989,DADRA & NAGAR HAVELI,7309,51998,74320
4446,Daman_&_Diu,1,1989,DAMAN AND DIU,1840,36538,56719
4447,Delhi,1,1989,NEW DELHI,31841,232744,429535
4448,Delhi,2,1989,SOUTH DELHI,104994,476096,849216
4449,Delhi,3,1989,OUTER DELHI,52333,776544,1574973
4450,Delhi,4,1989,EAST DELHI,175999,722183,1480564
4451,Delhi,5,1989,CHANDNI CHOWK,9431,250313,381491
4452,Delhi,6,1989,DELHI SADAR,32099,304234,506017
4453,Delhi,7,1989,KAROL BAGH,6969,285202,481032
4454,Goa,1,1989,PANAJI,15837,239044,333994
